text,score,title,comment_word_len
How the fuck do you pieces of shit sleep at night,1,Republican ADMITS What Is Behind Killing Border Deal,11
Fools fools fools fools fools.  Dumb idiotic,1,Republican ADMITS What Is Behind Killing Border Deal,7
And we order them to fuck around and find out btch it a constitution law,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,15
These mofos just keeps blaming and pointing fingers and not taking ownership. Stop complicating things and confusing for people just do your damn job!,1,Republican ADMITS What Is Behind Killing Border Deal,24
🗣💨 Forced the jab... Millions of jobs lost... Inflation.... Sent Billions to Ukraine... Sent Multi Multi Billions to Israel for genocide.... Let hundreds of thousands of illegal immigrants in the country... What's next from these people? Say NO to Joe. Vote him out in November.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,45
These news people suck and the one guy needs to learn how to speak,1,Republican ADMITS What Is Behind Killing Border Deal,14
"Run, Hawley run!",0,Republican ADMITS What Is Behind Killing Border Deal,3
How much you got pay guys to use the media to backup Biden? It is the democratic party whom is putting this country upside down!! Stop using the media for promoting lies 😂😂😂,0,Republican ADMITS What Is Behind Killing Border Deal,33
"Republican Obstruction   What an idiotic and stupid comment, Turks.  You are the callest SOB.  Watch your mouth, immigrants, Turks!",1,Republican ADMITS What Is Behind Killing Border Deal,19
"Man I agree with Cenk. May have to get my heart meds out. And just watched my favorite senator, idiot, total loser Josh Hawley bragging about tanking the bill.",1,Republican ADMITS What Is Behind Killing Border Deal,29
Are you this stupid in reality or just when you speak?,1,Republican ADMITS What Is Behind Killing Border Deal,11
Are u serious right now smh who's side are u on ur stupid in my opinion,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,16
Great stupid Democraps fuck the US again way to go Traitor's,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,11
The Trump Train is Coming Whoooo Whoooo whoooooooo 🚂🚂🚂🚂🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃 AND THEY ARE NOTHING YOU CAN DO. !!!!!    Give Them Hell TEXAS  !!!!,0,Republican ADMITS What Is Behind Killing Border Deal,22
Republicans said NO TO UKRAINE YOU FAT MORON!!! The Republicans have sent HR2 to the Senate and the Senate is just ssitting on it! Your FACTS SUCK!!,1,Republican ADMITS What Is Behind Killing Border Deal,27
Close the F--king border idiots !,1,Republican ADMITS What Is Behind Killing Border Deal,6
"The supreme Court didn't take away the ability for women to get abortions, they gave it back to the States, and that self-evident by the 50% or more of US states that allow abortion under any circumstance. That is not an apples to apples comparison.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,45
Too many enemies of the USA inside the white house,0,Republican ADMITS What Is Behind Killing Border Deal,10
Thats not whats said by the SCOTUS. Actually nothing was said. They just stayed the 5 circut courts rulling. Which only leaves it up to Texas.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,26
The Federal Government has Sold us out. Texas and the rest of America needs to cut our ties with the US GOVERMENT. time for succession,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,25
How in the fuck is TYT a news station 😂 propaganda machine,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,12
"You are misleading people.  Biden agreed to the senate bill.  Not H.R.2, the house bill. Mitch McConnell is agreeing to sell the  America people out again, as usual.",0,Republican ADMITS What Is Behind Killing Border Deal,28
Put some gaters in the river then nobody will be swimming or drowning in the river. Problem solved 😂,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,19
You are id iots,1,Republican ADMITS What Is Behind Killing Border Deal,4
"Trump, the rapist president of the United States 🇺🇸",1,Republican ADMITS What Is Behind Killing Border Deal,9
The Deep state hates America with a passion,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,8
Hawley is the worst of the long line of american men whose mommies srill wipe theyre asses for them. We all saw you run like the little sniveling bitch that  yoy are.,1,Republican ADMITS What Is Behind Killing Border Deal,32
Turkeys are not the national bird!,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,6
What is the word for beyond gaslighting   This fuck is treasonous,1,Republican ADMITS What Is Behind Killing Border Deal,11
Why is this bullshit channel on my feed? GTFOH,1,Republican ADMITS What Is Behind Killing Border Deal,9
You don’t get money to fix a problem you created. How f….n stupid are you?,1,Republican ADMITS What Is Behind Killing Border Deal,15
Fake news crap !!! Ya all can eat a bag of dics !!! Especially fat boy with the big mouth 😅😅😅,1,Republican ADMITS What Is Behind Killing Border Deal,21
OH PLEASE!   WHAT A BUNCH OF BULLSHIT.,1,Republican ADMITS What Is Behind Killing Border Deal,7
Well need to share your leader bull shit,1,Republican ADMITS What Is Behind Killing Border Deal,8
You are just down right stupid . Republicans are not going to send another dime to Ukraine.  That's what in that package deal.,1,Republican ADMITS What Is Behind Killing Border Deal,23
lol wants to blame Biden…its his fault people are risen up like this in the first place,0,Republican ADMITS What Is Behind Killing Border Deal,17
This dude's a Democrat of course. He's all for open borders. He's a Fool,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,14
You could not be dumber if you had three scripts in front of you. The whole crew dumb and dumber wow,1,Republican ADMITS What Is Behind Killing Border Deal,21
Republicans are betting on every voter being dumb in this country😢 and know not what😅,0,Republican ADMITS What Is Behind Killing Border Deal,15
We do not want five thousand people in our country a day.  We don't want them to have amniesty for millions 🎉. This is wrong.,0,Republican ADMITS What Is Behind Killing Border Deal,25
Why is this guy still on this show? Beat it !,0,Republican ADMITS What Is Behind Killing Border Deal,11
totally can't watch Ben anymore 🤦👎,0,Republican ADMITS What Is Behind Killing Border Deal,6
This woman is getting on my nerves i wouldn't watch this little democrat bitch Biden and supreme court can go to hell this is America and they are all comiting HIGH TRESON not TEXAS,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,34
"genius , finish the wall now",0,Republican ADMITS What Is Behind Killing Border Deal,6
Biden ran on open borders in 2020. Now that he’s polling in the lower 30s it’s a concern to him 🙄,0,Republican ADMITS What Is Behind Killing Border Deal,21
STFU !!!!!!!! TYT are nothing but ignorant Firestarters !!!!!!!!,1,Republican ADMITS What Is Behind Killing Border Deal,9
Lara is not humen! Trump is a women rapeing monster! Trump is filling his diaper! Everyday! We have to stop this monster!,1,Republican ADMITS What Is Behind Killing Border Deal,22
CLISE BORDER DEPORT DEPORT THIS PROGRAMMING IS AWFUL,0,Republican ADMITS What Is Behind Killing Border Deal,8
The Young Turks are Truly Full of Crap,1,Republican ADMITS What Is Behind Killing Border Deal,8
Sad anti American commentary.,0,Republican ADMITS What Is Behind Killing Border Deal,4
Does anyone remember when McConnell boasted that his greatest achievement was blocking any agenda that Obama was trying to implement in the last 3 years of his Presidency ? (like fixing loopholes in the Affordable Care Act)? That was the beginning of the end.,0,Republican ADMITS What Is Behind Killing Border Deal,44
Republicans are trash.,1,Republican ADMITS What Is Behind Killing Border Deal,3
"This clown is joking right? What a moron. Wow buddy you spew alot of crap like a sewer pipe and have no clue what your talking about. How did you get this job, you are really really dumb. Guess college was not very good to you😂",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,46
When will people wake up and see that the zionists want this shit. They are part of the synagogue of satan. Look it up,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,24
How is 5000 a day gonna help ? That’s a millions a year . And then amnesty for the 7 million plus that came in illegally this year. How is this in anyway fix the border. And then shove money to Ukraine in the bill.,0,Republican ADMITS What Is Behind Killing Border Deal,45
The feds want the authority minus the responsibility,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,8
"Yup u stupid dems,creeps.when your shit gets broken into ...u wont even have a gun",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,15
"Hey ass hat!! They don't want to close the boarders, They want an amnesty bill. It's what they wanted from the beginning. Pass HR2 and then Ukraine and Israel get their money. Stop Gas lighting your listeners like their morons, or maybe they are.",1,Republican ADMITS What Is Behind Killing Border Deal,44
Biden sued to Prevent Texas from securing the border.  NO border deal will be enforced by Uncle Sniffy.  Just wish they had the nuts to say it.  A border deal is useless when it will never be enforced so why would we make it easier for President Touchy?,0,Republican ADMITS What Is Behind Killing Border Deal,48
This channel sucks,1,Republican ADMITS What Is Behind Killing Border Deal,3
I think trump supporters are targeting young Turks… no chance all these trump supporters watch the young Turks they don’t even know what it is honestly they don’t no what a book is either so that’s not a great indictment,0,Republican ADMITS What Is Behind Killing Border Deal,40
Biden and governing: same as oil and water,0,Republican ADMITS What Is Behind Killing Border Deal,8
Your a pink crap.,1,Republican ADMITS What Is Behind Killing Border Deal,4
Trump wants no deal because he has nothing to run on!!! How deranged do you have to be to accept that.,0,Republican ADMITS What Is Behind Killing Border Deal,21
There aloud to protect their own state period james are you that stupid that you don't no are constitution laws.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,20
Fuck this dumb narrative,1,Republican ADMITS What Is Behind Killing Border Deal,4
These idiots actually think someone will believe this? Biden started this insurrection via an invasion of illegalls. Where was Biden over the last three years? Texas Hispanics SUPPORTRUMP 2024!,1,Republican ADMITS What Is Behind Killing Border Deal,29
This guy is a piece of s***spewing lies and by doing so he is a traitor to this country and her people,1,Republican ADMITS What Is Behind Killing Border Deal,22
Leftist trash channel. This channels hate America.,1,Republican ADMITS What Is Behind Killing Border Deal,7
"OMFG Josh Hauls-Ass Hawley is at it again, C'mon Missouri, aren't we sick of this sht show?",1,Republican ADMITS What Is Behind Killing Border Deal,17
You're All full of dung..... We don't want any further deals with that idiot pedo.....no bills....no nothing. Why can't he just obey the constitution??! Article 4 Section 4.......why???...cause he's no good. Useless. Destructive and Demented.....,1,Republican ADMITS What Is Behind Killing Border Deal,35
I love the way the fake media spins the news to their own personal biases. Of course a quick DNA test would explain why there is such a ramped attack against conservative policies. Most of these opinion journalist lack European ancestry.,0,Republican ADMITS What Is Behind Killing Border Deal,41
"What is it about ILLEGAL ENTRY the supreme Court does not understand considering TEN MILLION ILLEGALS ARE HERE, ILLEGALLY, 279, OOO ARE KNOWN TERRORISTS WHICH THE FEDERAL GOVERNMENT IS INVITING INTO OUR NEIGHBORHOOD S; WHAT HAPPENED TO THE PROTECT AND DEFEND OUR CITIZENS⁉️",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,43
"Why do you think we need passports to cross our borders, ids to get a job, ports of entry, Sox sec numbers, proof we can work here, and other things already?",0,Republican ADMITS What Is Behind Killing Border Deal,31
Texas is a sh*t hole state with a prick for a governor.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,12
"Damn, I thank we just found the village idiot's 😮",1,Republican ADMITS What Is Behind Killing Border Deal,10
Why does Ben seem like he doesnt want to be here?,0,Republican ADMITS What Is Behind Killing Border Deal,11
"You don't want border security,.  You want to replace the current democrat voting class with new a one because the current democrat voter is switching parties.  They have been blue pilled and are walking away..",0,Republican ADMITS What Is Behind Killing Border Deal,35
HELL WITH THESE ILLEGAL IMMIGRANTS. WE THE PEOPLE HAVE HAD ENOUGH OF THIS IN OUR COUNTRY. OUR GOD FATHER ALMIGHTY IN HIM HE GIVES US STRENGTH IN JESUS CHRIST AND HIM THE HOLY SPIRIT.✝️✝️✝️ WE THE PEOPLE OF THIS COUNTRY HAS THE POWER NOT THE SUPREME COURT.✝️✝️✝️,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,47
The unmitigated disaster at the border will help ensure a Trump presidency.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,12
"Yep, you are stupid.",1,Republican ADMITS What Is Behind Killing Border Deal,4
Bunch of BS. We should dump all illegals in to the Whitehouse see how well they like that shit .,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,20
You people are twisted minded against the Americans people... Keep making jokes it's going to bit you on the ass ..,1,Republican ADMITS What Is Behind Killing Border Deal,21
"Cenk still wants to have sex with dogs, I can’t believe there are people retarded enough to watch TYT.",1,Republican ADMITS What Is Behind Killing Border Deal,19
I was kind of thinking the border obstruction business prevents sending endless billions to the Ukraine war?,0,Republican ADMITS What Is Behind Killing Border Deal,17
Texas is right with if the feds don't do their job its the states job and I'm a believer   do your job feds protect the people of this country  not the freakin world .  Dumb ass government,1,Republican ADMITS What Is Behind Killing Border Deal,37
Dude the Dems 😮bill wants to allow up to 8500 illegals per day before closing the border. But you are not telling the truth. You’re a trouble maker.,0,Republican ADMITS What Is Behind Killing Border Deal,28
They will cut THEMSELVES with razor wire MORON 🤷‍♀️😤,1,Republican ADMITS What Is Behind Killing Border Deal,9
More bullshit not surprised,1,Republican ADMITS What Is Behind Killing Border Deal,4
"5 to 4   Shows how political these clowns have become, should be an easy 9 to 0 vote to protect our borders from invasion per US constitution",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,27
This dude is a tool,0,Republican ADMITS What Is Behind Killing Border Deal,5
Is anybody buying this crap from the channel named after the perpetrators of the Armenian Genocide?,1,Republican ADMITS What Is Behind Killing Border Deal,16
And they should send the bill to Texas governor Abbott,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,10
SO? They would do shit!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,5
"They have no right to be here and we are not obligated to allow this mass invasion to overtake this country. I have zero sympathy for these people anymore, American citizens must take priority over illegal invaders!",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,37
The border laws already exist and thos administration has no legal right to disregard them...in 19tj century..that century of our constitution...there would have been dire punishment for trying to be a king.,0,Republican ADMITS What Is Behind Killing Border Deal,32
"Hmmm let a Texan think for a minute about that Brandon... No, we will keep doing Texas, you and your court go pound sand!",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,24
Texas has a right to protect their border not the federal government,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,12
Sickening. Stupid  Evil  just a few words that reminds me our so called president,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,14
"It was a bad deal, no drportations just processing.",0,Republican ADMITS What Is Behind Killing Border Deal,9
"Joe Biden is an ‘illegal criminal ‘needs to be ‘impeached and life ‘in prison for treason, traitor and accepting bribes from foreign countries. Get rid of this piece of shit now.🇺🇸",1,Republican ADMITS What Is Behind Killing Border Deal,31
All Trump speaks is facts. You people are fools.,1,Republican ADMITS What Is Behind Killing Border Deal,9
These commentators are idiots.,1,Republican ADMITS What Is Behind Killing Border Deal,4
Supreme Court can pound sad,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,5
Why do we need a border deal??? Joe Biden refuses to enforce the laws that are already in place. Democrats are playing games .,0,Republican ADMITS What Is Behind Killing Border Deal,24
"Anna made a great point, there is no major difference. Her statement was about sanctuary states claiming they are sanctuary states, not the crimes Cenk brought up to deflect.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,29
"The moron on the left in this video is a complete idiot,  Texas will protect our own. We don't need the wretched union! Yes we will supercede DC",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,28
The deal offered by House Repubs is sitting on Schumers desk! This bill is a turd and noone thinks McConnell is negotiating anything. 5k per day allowed! c'mon man!,0,Republican ADMITS What Is Behind Killing Border Deal,29
No way...Stand Strong on border,0,Republican ADMITS What Is Behind Killing Border Deal,5
I wonder how many Christian pro lifers are upset with this ruling. Bunch of nasty hateful morons.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,17
I can't believe these people are trying to act like this massive invasion is anything but a major crisis. Bullshit artists,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,21
this shit is stupid .all a puppet show .,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,9
Enforce our immigration laws and close our borders that’s it no more blah blah blah blah,0,Republican ADMITS What Is Behind Killing Border Deal,16
Trump and the Republicunts are the only ones trying to do anything to address the boarder. Fuk Ukraine and especially  the Psychopathic Israhell.,1,Republican ADMITS What Is Behind Killing Border Deal,23
I just came here to call you an idiot cenk. How's your presidential campaign going degenerate?,1,Republican ADMITS What Is Behind Killing Border Deal,16
I don't give a s*** by who Democrats Republicans anybody in the government shut the damn thing down,1,Republican ADMITS What Is Behind Killing Border Deal,18
"Democrats is not human, democrats super hitler, democrats listen democrats, fuck Biden, Biden is not from America 🇺🇸Biden from China 🇨🇳 + and Iran 🇮🇷, fuck Biden",1,Republican ADMITS What Is Behind Killing Border Deal,27
Treason is what’s going on by the administration in power ! Simple as that by the law of this land! Stand tall Texas!,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,23
The turks would want our borders open! How else would they get their terrorist bretheren into our country,0,Republican ADMITS What Is Behind Killing Border Deal,18
This is what america has become a bunch a child killing racists good work trump texas is even worst than people think. Good work america you officially suck even more.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,30
Its to make Biden look bad on purpose and pretend like its his fault. Politics.,0,Republican ADMITS What Is Behind Killing Border Deal,15
"This is why our forefathers wrote the constitution, it’s time to shut it down and start over, these tyrants are putting everyone at risk! An overhaul is necessary!",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,28
America can see your  bullcrap,1,Republican ADMITS What Is Behind Killing Border Deal,5
Yall are dumb,1,Republican ADMITS What Is Behind Killing Border Deal,3
Texas is filled with retards so what do you expect.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,10
"When ppl enter our country ILLEGALLY, they broke the FEDERAL LAW!!!!!",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,11
How many should come every year?,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,6
Supreme court don’t care about Texas.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,6
If after the last 3 years you vote Democrat anything.  You are one ignorant S.O.B.  Democrats are disgusting people. Bunch of sniveling entitled worthless woke sissies. Cowards everyone of em.,1,Republican ADMITS What Is Behind Killing Border Deal,30
This commentator needs to be removed. He is a commie!!,0,Republican ADMITS What Is Behind Killing Border Deal,10
Biden wanted a comprimised deal not the deal they want.,0,Republican ADMITS What Is Behind Killing Border Deal,10
We will defend Texas nonsense is in your head,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,9
You're nonsense shrek looking motherfucker.... It's easy for you to call that crazy. You don't live there on the Borders we do. All this bull shit is about votes anyways... Arizona needs to stand their ground next,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,37
"The Western world hates republicans..repulicans prefer China, North Korea and russia to europe, we should ban American republicans from coming to our shores, they don´t support us. they are all dumbass isolationist wankers.",1,Republican ADMITS What Is Behind Killing Border Deal,33
STFU Turks you are pathetic,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,5
How badly is TYT getting clowned in their comment section?,0,Republican ADMITS What Is Behind Killing Border Deal,10
How can Gov Abbott encourage the use of one of the two bridges less than a mile away?  That part of the river is dangerous.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,25
Silly rabbit 🐰😄,0,Republican ADMITS What Is Behind Killing Border Deal,3
this guy is a super clown why youtube keep recommend this crap I don't watch this stop recommending this crap these people aRE BRAIN DEAD,1,Republican ADMITS What Is Behind Killing Border Deal,25
12 months until we can deport these criminals,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,8
It is disgusting the way these pieces of trash lie and try to push THEIR whole border disaster on republicans now because they don’t agree with the democrats outlandish proposal. These people are evil incarnate.,0,Republican ADMITS What Is Behind Killing Border Deal,35
YA'LL ARE FULL OF SHIT.,1,Republican ADMITS What Is Behind Killing Border Deal,5
Well if they killed it due to trump....then they better stop bitching about it.....right...Can't be that bad if they don't want to do anything....MAGAS/Republicans are useless....Zero done what a frickin waste....🤬🤬🤬🤬🤬💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸💙🇺🇸,1,Republican ADMITS What Is Behind Killing Border Deal,31
This country is idiotic!!!,1,Republican ADMITS What Is Behind Killing Border Deal,4
Let's talk about Biden's executive orders being undone his first week in office.  We're not dumb. You people aren't either.  Stop it!,0,Republican ADMITS What Is Behind Killing Border Deal,22
Where’s Cenk????   Love when he goes spastic like a retard swearing and yelling!!!!   No facts just hot air!!!!   Stupida*s!!!   This channels a joke!!!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,23
Here we go again! Youtube pushing liberal shit in the election year. TYT is the biggest pile of crap on the internet.,1,Republican ADMITS What Is Behind Killing Border Deal,22
Biased news channel spouting propaganda,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,5
They cant fix problems they would have nothing to run on. Their culture war is all they have.,0,Republican ADMITS What Is Behind Killing Border Deal,18
Stand with Texas🇺🇸🇺🇸🇺🇸🇺🇸🙏🏼,0,Republican ADMITS What Is Behind Killing Border Deal,3
"Just know if Texas doesn't stop this, Texans will.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,9
Don't ask me to donate when you're worth millions.,0,Republican ADMITS What Is Behind Killing Border Deal,9
"Glad to see you shills have so few views.  What a joke. And a ridiculous solution.  Keep sucking , you're almost finished being relevant.",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,24
Is crazy to thing that the government is okay with terrorist and criminals to just come in to USA,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,19
Comforting that SCOTUS has the best interests of the American  citizen in mind,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,13
"Trump has nothing to do with it.  We should not cave to Biden at all, we cannot give Biden Billions for Ukraine or Israel or both.  No matter what.  Shut the Border down.",0,Republican ADMITS What Is Behind Killing Border Deal,33
The guy on this show is a idiot.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,8
Yeah no sense in this deal it is bullshit,1,Republican ADMITS What Is Behind Killing Border Deal,9
what's wrong with these moron judges...their ethical values are so messed up,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,12
I support Texas and Trump! No border deal should include funding for Ukraine period! Democrats want to see it all burn….,0,Republican ADMITS What Is Behind Killing Border Deal,21
So healing to watch this segment am not even a leftist but thank you guys for your reporting,0,Republican ADMITS What Is Behind Killing Border Deal,18
Republicans are despicable and Trump is right in the damn middle of it interfering and obstructing the Congressional. Except for a couple of the Republican Senators most of them are showing no moral compass whatsoever. The gutter is so deep and full of these wretched excuses for being human!,1,Republican ADMITS What Is Behind Killing Border Deal,49
Trump is right again !!!,0,Republican ADMITS What Is Behind Killing Border Deal,5
I'm surprised that Mr. D. Dump Trump(lol) has/hasn't told his zombie cult that the world is still stupid/flat😮😊😂,0,Republican ADMITS What Is Behind Killing Border Deal,18
Stupid people on this show!!!,1,Republican ADMITS What Is Behind Killing Border Deal,5
"Biden can follow obamas or Trumps policy, instead of causing a constitution crises.. grow up kids",0,Republican ADMITS What Is Behind Killing Border Deal,16
How are these stupid a$$ bags still on line,1,Republican ADMITS What Is Behind Killing Border Deal,9
"Number of encounters at border is at all time high, even higher than 1996 to 2000. Border states are right to be outraged. Look it up.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,26
Are these idiots for real. This is full of lies .,1,Republican ADMITS What Is Behind Killing Border Deal,11
Horse 💩 government needs to piss off,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,7
"just because immigration is broken does not mean you can have unlimited uncheck illegal immigration, then flood States and large cities with millions of unvetted illegals, Young Turks are idiots",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,30
"wow, you have a very low IQ",0,Republican ADMITS What Is Behind Killing Border Deal,7
DEPORT BIDEN TO HELL He’s the monster,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,7
Republicans know any border deal will help the American people and kill Trump politically!,0,Republican ADMITS What Is Behind Killing Border Deal,14
You notice these Turk fu-ks wont talk what's actually in this open border bill. Texas doesn't need a useless bill to defend it's border    Fu-k the Supreme Court and Democrats and especially Joey Biden,1,Republican ADMITS What Is Behind Killing Border Deal,34
The young jerks,0,Republican ADMITS What Is Behind Killing Border Deal,3
Screw off Ben. Get your genocidal apologist ass off the network,1,Republican ADMITS What Is Behind Killing Border Deal,11
Folks losing it... 😂😂,0,Republican ADMITS What Is Behind Killing Border Deal,4
"Absolute lie ,read the bill watch congress not this crap",1,Republican ADMITS What Is Behind Killing Border Deal,10
"Play stupid games, win stupid prizes",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,6
Spewing ignorance on this channel. Get a clue. Stop the bleeding before you build a new hospital idiots.,1,Republican ADMITS What Is Behind Killing Border Deal,18
"NO ONE CAN BELIEVE THE REPUBLICANS  THEIR COMPLETELY  LIARS, LIARS",0,Republican ADMITS What Is Behind Killing Border Deal,10
Abbott will spin this into a Presidential campaign in 2028.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,10
"Right! The Texas National Guard who are putting up razor wire to keep out illegals are BLOCKING the USBP from doing their job (letting them in). Also, the 8+ million illegals that have poured in under Biden's watch are CLEARLY Donald Trump's fault. It makes perfect sense!",0,Republican ADMITS What Is Behind Killing Border Deal,47
They most certainly did not.  Stop lying.  They ordered that it CAN be cut.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,14
You are an idiot. You know zero about Continuity of Government. We are at war and President Trump did not start it. China Joe did.,1,Republican ADMITS What Is Behind Killing Border Deal,25
It can wait till november!!!!,0,Republican ADMITS What Is Behind Killing Border Deal,5
You are liars and frauds the illegal problem at the border is entirely caused by democrats President Trump solved the problem by enforcing our laws,0,Republican ADMITS What Is Behind Killing Border Deal,25
Democrats are not bipartisan and have not been but blame the Republicans. This show is as dumb as a bag hammers .,0,Republican ADMITS What Is Behind Killing Border Deal,22
Does anyone support Biden at this point? You gotta be pretty TARDED to think this shit is a good thing 😂this will destroy the country,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,25
Maybe try securing the border?,0,Republican ADMITS What Is Behind Killing Border Deal,5
"Time to seal the border, send those illegals, we also need to deport worthless progressives",0,Republican ADMITS What Is Behind Killing Border Deal,15
Jesus Christ is my King 👑 Not Joe Biden,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,9
You guys suck,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,3
Stupid Cenk all Joe Biden has got to do is enforce the laws that he already has but he chooses not to enforce them,1,Republican ADMITS What Is Behind Killing Border Deal,24
"According to the right wing, state rights only apply to red states whenever it's politically convenient. The second the right wing is in charge of the federal government, they use the full force of the federal government to force their will on all states.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,44
Always behind Trump,0,Republican ADMITS What Is Behind Killing Border Deal,3
"If Trump wins tonight in New Hampshire, it's all over.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,10
Stick your hand in fire you get burned. Touch the wire you get cut that simple.. put signage in front of the wire..   not liable for stupidity,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,27
Yall ain't  talking about 83 million ha ha hehe hilarious  idiots.,1,Republican ADMITS What Is Behind Killing Border Deal,11
Stop the bullshit and enforce existing laws. Joe Biden is a traitor  He created this He owns it,1,Republican ADMITS What Is Behind Killing Border Deal,18
"The constitution says if there is tyranny it is the citizens duty to defend America Article IV section 4.That was an lie, those doa in water were already dead before they got there, and they were in Mexico  .Jan 29th trucker convoy. God bless America 🇺🇸",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,46
You guys are so full of crap. Democrats want bills passed that you have to pass first to find out whats in it.,1,Republican ADMITS What Is Behind Killing Border Deal,23
I don't know why this came up on my YouTube page im definitely blocking this idiot leftist on this show.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,20
"Repubs want the border to be bad, and for the US economy to tank, .....so it will (in their view) make Dems look bad, and give Putin's Agent Orange a chance to get back into soiling the Oval Office.",0,Republican ADMITS What Is Behind Killing Border Deal,39
Oh...n u a$$holes arent getting kicked out of housing yo make room for criminals.  Way to ho scumbags!,1,Republican ADMITS What Is Behind Killing Border Deal,18
