text,score
aaa the living wage fantasy of the left never ends! hell if that is all it takes legislate say a $50 min wage justin! Be prepared to pay $20 for that cup of coffee,0.3
Carl Bernstein is known as a malicious left-wing schmuck.,0.8076923077
Thank God every day that this Commander in alternative nostril breather Is not the President. Seriously? What a mess she is! She is an embarrassment  To women everywhere.,0.5333333333
A different kind of reporting?    Try honesty for once.,0.0
"It's a clear cut case of political McCarthyism against President Trump and his populous supporters.  We knew the swamp wasn't going to drain it's self.  Hard work and perseverance are needed to get America back onto the path of individual freedom, and prosperity.",0.0
"Parentheticals should get ready for the hot war, we are going to gas them all for real this time.",0.0
They are afraid trump will outlaw baby killing. If they as a fetus had been destroyed  we wouldn't have to put of with their hate of babies in the womb so they can be pro choice.,0.3
Get that asshole out of the Country.......yesterday....if not sooner !!,0.8857142857
"So become a terrorist, kill people, then collect compensation as a victim of the CoG?  Unbelievable.",0.65
People do boycott jobs grow up attention to the problem is the purpose,0.0
I think Juston Trudeau and other liberals should be charged with financing terroristism,0.0
"what a small little man. First, he raises a straw man with no relevance, then he violates the cardinal rule of talking down your leader while overseas. And and while resting comfortably on the taxpayer dime in Italy's lake country.   Disgusting.",0.5657894737
We need a law in Canada that only those born in Canada can hold public office.  It is ridiculous that an immigrant or refugee has the potential power to change the laws of Canada.,0.7
"Wow - Delusional, narcissistic and now paranoid. And, as usual, without a shred of supporting evidence. #President hot mess.",0.5
Liable for re transmitting fake news?   As someone who is in the trenches watching real liability bullets whizz by for decades in my field I have to say   Hahahahahahaha!  This is fake news.,0.0
The only way this can happen is if the Republicans on the commission cave. It's not a dictatorship.,0.1666666667
The people are sick of the liberal media who have turned into nothing more than a channel for propaganda and the suppression of the truth.,0.1666666667
"I was in a tough, he-man bar last night and some guys at the next table were arguing about the best hand gun load for labrador retriever.",0.0
"It is so revealing all these Republicans saying I have a wife, daughter and mother.  You don't know any Muslims? Any Mexican immigrants? That in itself is deplorable.",0.5
The women that wanted Trump in voted instead of marched.,0.0
Dumb bitch on witch hunt for iron clad control of communication. Never happen.,0.8656716418
Trudeau is crazy and ISIS and the extremest Muslims are laughing at him.  Junior and his Liberals lock on reality is non existent.,0.5
This woman is Bat feces CRAZY!  Thank GOD she is nowhere near the nuclear codes!,0.72
"Leah was having a bad day when this article was delivered.   There are many indifferent males in relationships. However, they are not indifferent Dad's.",0.0
This article has long since run its course and gone stale.  Is this the best that the G&M can put up on Christmas Eve?,0.0
Trudeau's decision to dip into taxpayer money to apologize to a terrorist is borderline treason.  The only electoral reform we should be considering is an impeachment process.,0.1666666667
Carl is and always has been a second or third tier 'journalist'. I missed his 'valued' and 'informed' opinion during the horrendous years of Obama. He is a self-soiling disgrace. He opens his yap now to get noticed. Human garbage.,0.8163265306
"This Bolshevik cow, Ann Revel, is definitely working for Soros and his criminal gang.  When is Trump going to have this Communist investigated and executed?",0.6
"This disgusting man should be more worry about his health, than bashing Trump.",0.6973684211
How about Not breathing??????,0.0
Conservatives say Trudeau's Rolling Stone cover jeopardizes NAFTA talks   Ahahahahahaha! hahahaha! aahhhaaaaahhhhhaahahahahaha!!,0.0
"The Russian farce is no Watergate!!!!!  Heck there isn't even a crime involved here.  There is no cold civil war either.  The Left Wing MSM is just an extension of the Democratic Party, hence Trump is correct when he says the MSM is the enemy.  The political enemy that is.",0.1666666667
Total NONSENSE and not worthy of a reply. Typical liberal rhetoric.,0.0
Senator McCain..................in your statement above lies your own problems. You are a flat out globalist jerk!,0.8243243243
Blame the dilettante scions of celebrity  pseudo-intellectuals.,0.5
"It's also very relaxing to know that somehow, all your political enemies and potential witnesses are dead...",0.1666666667
This is an invention and totally out of sync with what Canadians have been expressing about the US election.,0.0
Memo to the Nobel Committee: What we you smoking?,0.0
He's a moron. As soon as he is left to talk without a script he reverts to type.  I'm looking forward to Trump taking this idiot to the cleaners.,0.9117647059
"Happily, control freaks and mini-facsists are not (yet) in total control of the government or the courts.  The first amendment would not allow such a proposal to stand.  A few more justices like Mr. Gorsuch and these types of proposals will never see the light of day.",0.0
"What a true piece  of human detritus. SHUT YOUR FILTHY MOUTH, John McCain. !!!!  (I much prefer a piece of garbage that doesn't get captured.)",0.8181818182
I truely wish she would practice No Nostril Breathing & then drink a big glass of Shutthef*ckup. She is as much a disgrace to this country as her husband was. Her lies about Benghazi & also Russia are sickening & so is she.,0.6
Wow! America really dodged a bullet.,0.0
Islamophobia :  a clever invention because it amounts to making Islam a subject that one cannot touch without being accused of racism. - French writer Pascal Bruckner,0.5
"Trudeau, you terrorist sympathizer....",0.6603773585
"OK all you progressive democrats/liberals.....do you get it now???? What you bought into wasn't real and never will be! I hope you all just didn't vote for a pretty face because, if you did, you should be ashamed of yourself at this juncture!",0.5
"I would expect Messrs. Chretien, Martin and Harper to apologize to the Canadian tax payer. There actions or lack thereof caused the ultimate lawsuit.",0.0
"Yeah, well ... Justin may be completely abusing his position, but Harper was literally the anti-Christ. Plus ... uhhh ... conservatives are bad and evil.   So leave Justin alone.   (Submitted simply to save some time for the usual apologists.)",0.5
Both Trudeau and Morneau are where they are only because of their last name. Both have failed miserably. Time to get rid of the Liberals as soon as we can.,0.6
With all the really bad stuff going on in this country this is what we are focusing on? Crazy!,0.5
I see no problem in questioning Truth. Truth is robust enough to tolerate scrutiny. Of course one does not want to waste too much time either.,0.0
"In the movie It, a clown embodies evil. Donald Trump is It. As a good kid says: It wants to divide us. It/Trump is the clown trying to divide America. Good always wins. Good will win again.",0.6
totally unhinged  named source please Donald just as you advocate,0.5
"I work at a nuclear lab helping build nuclear projects and using the facts at hand, those figures r what we in the nuclear field call bullshit.",0.7
Where's Richard Rhymer's words of infinate wisdom? : ),0.0
Suddenly the media who recited the fact-free Russian hacking story is concerned about evidence?  Hypocrites.,0.6
liberals believe in freedom of speech....for liberals only.,0.0
I believe the damage has already been done. This is nothing more than damage control.,0.0
Hillary should try ocean floor breathing.,0.5454545455
Proudly dumb and stubborn. Does that sound like a fun crowd to hang with? At least they have low standards.,0.8166666667
"So now Trudeau has proven without a doubt he is not only a complete and utter imbecile, but a bald-faced liar to boot.  Every fool who voted for this bonehead should be flogged.",0.8055555556
"Alternate nostril technique performed by an alternative reality individual. Kind of fits, doesn't it?",0.0
Justin/Justout wants businesses to pay a living wage with benefits.     So he can get more income taxes and tax the benefits?  Trudeau does NOT give two shits about Canadians or their families.   Justa Joke.,0.6
This dude never mentioned one word of this in the USA where it would have more meaning. What a dork.,0.7586206897
"Based on the way the Chinese outwitted him in free trade talks, Trudeau will be a walkover by Trump.  Let's hope he's Dion behind him to help in bending over into the appropriate genuflecting position .",0.0
"I am sure Trudeau feels the $1,000,000 donation to the Trudeau foundation after the cash for access party was an investment in Canada. Not only is Trudeau unethical he is also not very bright and a huge hypocrite!",0.6507936508
I don't want his damn selfies nor bare chest nor egotistical grin.  Let's replace this useless failed drama teacher.  I blame Pierre Elliott Idiot for weighing down this country with a failed drama teacher as PM,0.8648648649
"Canadians, most apathetic and many just straight out dummies. The liberal party are  and always were lying thieves. And stupid  Canadians put this crap back in power.",0.8378378378
"This jerk makes me never want to go to church again or give it one dime. What an American hating jerk, move to Russia if you hate America that much",0.8428571429
"Wide open border causes chaos, see Germany and the door mat of the world, Canada. Well done President Trump..!",0.0
"Hasn't anyone told these Democrats that Drudge just consolidates news articles? So the original purveyor of misinformation is held harmless, but those who in good faith pass it around are the bad guys?  And they wonder why we know Democrats are idiots?  I say bring it on.",0.7183098592
"Hmmm, my opinion is that we need different ways of considering a malignant media.  The liar and crooks lost the election, so now they want a coup.  Fight the media to the death, if necessary.",0.9
They have a right to protest and we have a right to not watch them protest.,0.0
"After the last election, is it possible that there are people that still believe what the far left MSM says?  Really ?  Hillary up by 10 !",0.0
Now denaturalize and deport this traitor.,0.6315789474
Justin getting cash for his family foundation by peddling his political influence? Just like Hillary. How cute!,0.0
Comey was appointed by Obama. Isn't that all we need to know?,0.0
Every day is a countdown towards the next federal election where all of us will make a decision to keep Sunnydays as PM or not!,0.0
The Left is more intolerant than the Right. They just express it differently.,0.1666666667
"someone should tell this clown that he is not the president.....he lost the election in 2008 to obama, a loser in this own right....",0.7272727273
You should have to have a high school diploma or GED to vote.,0.0
"As an Arizonan, I am embarrassed by his man who calls himself our senator!  Go home, get your cancer treatments, RETIRE and keep your mouth shut about our President, especially when in a foreign country!  Idiotic!",0.9137931034
There are 159 fine Canadian men and women turning in their grave right now crying O Canada.,0.0
"So it takes a admitted sex offender for Ohio  Dan to disown him?  Trump should register on the sex offender list.   Oh and Ohio Dan, predators don't choose respect, they choose victims. Do ya get it now?",0.8333333333
"Just in time for Christmas, Mr President, you still have time to put this wish on your letter to Santa.",0.0
"Go to he11, liberal monsters. Look at what you've become.",0.4
"Keep up the good work Junior a few more tours,trips,and time and you'll be out of there after one term. Your as bad as Trump,your making my Suncor and Cenovus  in the market fall with your lose Drama teacher  mouth.Zoolander I like that one LOL",0.1666666667
It is crystal clear that the Conservative party is guilty of violating his rights as a Canadian.  Let the imbeciles pay for their own mistakes.  #MakeHarperPay,0.6
Remember when liberals were actually liberal. rather than just whining advocates of control and suppression?  it's OK if you don't; it's been a while.,0.0
"He's a con man, plain and simple, afflicted with deep rooted NPD.  He's very good at it but he's still a self-interested con man.",0.8
"She just killed her chances for the leadership....Does she think we are all that stupid? Do you want to side with a misogynist, racist, elitist megalomaniac???!!! You should wait a few months and see what downward spiral the US takes before you make such bold statements.",0.65625
"The malignancy, or mental illness, is in the news media.",0.2
"The hostess was an idiot, but I think the story ends there.",0.8405797101
"Bernstein, you and the rest of the MSM are loooosers!",0.7
Another reason guns aren't needed. A good fashion ass whooping. Neither one had a gun and neither one could say I fired cause I felt my life was in danger. All RP go was a neighborly ads whooping. Tell your partner Mitch that it was ok!. Later dude..,0.6
Can anyone here tell me the difference between civility standards and subjective censorship?,0.0
Bernstein is the malignancy.,0.5
My generation Knows the Truth regarding McCain and it's NOT pretty. He needs to get off the stage before more and more of us start to 'shout it from the rooftops'. He was and is a Traitor to America and it's citizens. An opportunist at every turn.,0.6
 including the fans who support us each and every week. Right. Including. Not all of them. In fact most are turned off by you and your brothers.,0.0
WOW and great for the ladies to stand up to Trump's tyranny....anarchy ruled yesterday in the streets; are the ladies pissed off enough to have a Pussy Riot; the band of course,0.8
More man hating left wing drivel. Your right about the double standard though.,0.0
"Was the driver Bill Cosby? If she passed out, I guess its OK to rape her, is that what the law says?",0.5909090909
"Since she has been holding her breath and turning purple every other day and accusing everyone of everything, I can imagine that breathing out of one side of your nose can be very helpful. What an idiot, and Bannon is right, she is not very bright.",0.7671232877
Something different?????????????..........you mean you should report bigger lies?????????fake news naw just a bunch of outright lying dogs,0.5344827586
What fools these Progressive Statist Mutts are.,0.7878787879
ohh I'm sorry and slandering the country to Faux news was innocent?,0.0
Another day another liberal scandal the Canadian piggy bank is empty so he has to pimp the country to raise money,0.1666666667
It is time to phase the young pothead out.,0.7
"Start of the October 21, 2019 election campaign.   2 years 9 Months and 10 days  Trudeau is campaigning like an American.",0.0
"Trudeau, you  t e r r o r i s t  sympathizer....",0.671875
LOL! International relations negotiated through tweets! How pathetic.,0.6571428571
US Intelligence Staff advised the media and the world that Obama had them wire tap phones going into Trump Tower during the election. That is the truth behind whatever spin the media chooses to publish for your consumption.,0.0
Way to represent your country Trump - not!,0.1
"Rather elementary arithmetic would indicate that in effect it would be United States consumers who would pay for the 20 % tax, and thus the wall, dumb Donny knows not what he speaks about!",0.8333333333
I have a better idea. Instead of voting how about just shooting all the shitlibs?,0.9
"What a sad, pathetic party the CPC has become . . . .",0.6527777778
This guy has no clue about the Canadian economy and how it works. He is a sliver spoon  trust fund heir who never had to work  who lived off a trust fund for twenty years.,0.1
It's not persecution...its a fact that these people are looney! They should be shamed and ridiculed!,0.55
"Of course these projections could be optimistic, depending on how future unpredictable recessions are factored in to the models.  Better build a few pipelines pronto, unless of course the miracle of green jobs come to the rescue as the usual suspects regularly tell us they will.",0.0
She's already mastered the art of speaking out of both sides of her mouth.,0.0
It's up for debate because its discriminatory.  It should include ALL religions or don't even bother.  Shame on the  Liberals (again).,0.1666666667
John McCain is a despicable piece of filth. Why is media still reporting what this idiot has to say?,0.9558823529
a lego shuttle is smarter than you flat earth turds... https://youtu.be/bluQ4eOeBwo,0.6
Nice to see him take an interest in us poor Peasants after he spends his time with billionaires on a private island in the Bahamas.,0.1666666667
wow   this reads more like  the Globe's online version of ET than anything approximating journalism,0.0
Did Trump or his people ever stop to think that the NSA might be tapping the communications of the Russians and that when they were cooking up 'deals' with them that their side of the conversations would also be picked up?,0.0
"Obviously, this is all Harper's fault!!",0.3
"No, we need to get Don the con to shut his face and act like a sensible man.  His baby rants are embarrassing us.",0.5
John McCain is a liar. Americans do not want globalization. Period.,0.6285714286
"Wow, what a load of BS.  Trump's victory did not lead to more hate crimes, except it did lead to more fake hate crimes all reported by lying muslims to gin up hysteria found here.  More fake news and lies from the media.",0.8
"Trudeau is TONE DEAF, we DO NOT WANT MORE CHINESE FRAUD,  Sincerely,  BC invaded by China  ( P.S. send them home!)",0.5
"How about the editors and those who control the news quit trying to manipulate the public through agenda-driven reporting, and put out the facts from both sides without judgement?  Let the people decide, based on having ALL the facts....not only those that promote the media's agenda.",0.0
"When is this lying, cheating, unethical $hill just going to disappear?",0.7
"oh yeah???  what about political elites???  starting, for canada, with that billionaire entitled band of inbred royal foreign dimwits ???   and all their obsequious minions in our house of commons ???",0.7
What a whack job. The Navy denied him a sea-going command partly because he's unstable and partly because the crew might find out that he collaborated with the north Vietnamese and mutiny.   Pure scum.,0.7125
"Steve,  stick with your new position.  Drinking tea at Lake Louise in the tent.",0.0
"Now that Jeffrey Epstein's pedophile spa on Little St. James Island was destroyed by Hurricane Irma, where will Bill Clinton go for fun?",0.7
"Hey DP moderators...  You realize this story is being spammed by 'bots, yes?  CC won't save you.",0.0
"Just more FAKE NEWS.   I love, love, love DJT and hate, hate, hate the democrats, republicans and the dishonest Press.  The MSNBC jerkwads are communist loving idiots...🤥",0.8571428571
"The amount of entitlement and arrogance that this man holds is profound. This will be a one and done administration if he doesn't turn this around, quickly.",0.0
"Senator McCain, listen to Nancy Pelosi who just said that the people don't want to hear criticism of Trump.  If she gets it, with all the wisdom of the years you have, perhaps you can get it as well. Otherwise, please just shut up.",0.5
"And so it begins, whether or not we need it, the tall foreheads are gathering....thought you might have learned a lesson when once you tried this stunt last time.",0.0
I'm not an expert on our existing hate laws but I'm pretty sure they already covers Muslims.,0.5
"This guy needs advice from Dr.Mika and Psycho Joe. on how to deal with the trump derangement syndrome, now commonly manifested by sore losers...",0.7
Agree totally and unequivically,0.0
"Rather than a billboard, maybe they ought to fund themselves an expedition to Antarctica and scale this so-called ice wall!",0.0
"Hillary plays herself in an SNL skit, on CNN. Film at kgov.com/hillary",0.0
This is a slap in the face to every Veteran who ever served this country especially the ones who served in Afghanistan.  This enemy combatant who killed one of our Allies is given 10 million dollars of Taxpayer's money.   Disgusting and sickening.,0.5657894737
I won't say I told you so to all those who thought the Liberals had really changed and that their new leader would truly ensure democratic reform but I will say think very hard next time before hoping for genuine reform from Liberals who are in a majority government situation.,0.0
"Of course he would defend it.  Simply saying he made a mistake is beyond Zoolander's capacity.  So, defend the indefensible instead.",0.0
The whole sad chapter proves Jr. has never been in touch with the middle class and has no understanding of the expectations the Aga Khan could now have.,0.0
"In spite of his weak delivery and awkward articulation, Gov. Walker has stood up as the only person with the guts to take on this crisis. Our milquetoast representatives should take note on how to lead.",0.0
"For sure the hacking affected the US election - the release of both private Democratic and Clinton's emails showed what absolutely corrupt people the Democrats were - doing anything, right or wrong, to get elected.  This confirmed to voters that the Democrats represented the hated establishment at its worse.",0.1666666667
It's like the US building a bridge to Alaska and asking us to pay for it. They can go to hell and Trump should go eat tic tacs.,0.5
People survived before electric power and they can survive again. The idea that 90% would die is just plain idiotic! More 'Fake News'!,0.5633802817
"No woman in politics - past or present - has ever been treated with the kind of  hateful disrespect that Donald Trump has been subjected to.  Were someone to take a selfie with a mock-up of McKenna's bloodied and severed head, she might have something to complain about.",0.1666666667
Let Fredo speak,0.0
"Ottawa projects decades of deficits as federal finances worsen  ----------  Ontario, Alberta...and now federally.  Amazing how Canadians continue to vote AGAINST their own best interests.  Oh well, are there any updates on Duffy's $90K, or Rob Ford peeing in the park?",0.1
"Ms Wente,  There are a lot more people playing Canada for suckers. Check Vancouver area hospitals for the ridiculous number of people who are not really Canadian and are stopping in for free medical before heading back to their usual country. We are absolute suckers.",0.7741935484
Perhaps this is one reason why Christy Clark and Justin see eye to eye.,0.0
what a waste of time to look here for useful discussion -,0.0
"For me, I'd prefer him to reconnect with Canadians by actually caring about the things affecting us.  Like too much immigration, rising household debt, the widening wealth gap, the deleterious effects of prohibition, rampant federal spending, crumbling infrastructure, ...",0.0
Enjoy that vote I gave you because I wanted Harper out Justin.  You'll never see it again.,0.0
Its just an analysts projection. No need to run screaming for the hills folks.,0.0
"Unite around Moron Trump? Are you nuts? We need to get Trump out of the White House as fast as possible, by impeaching and convicting him for violation of the emoluments clause, obstruction of justice and treason.",0.6
"Poor Bernstein, the people rejects you and the fake news rags.  Sure Trump is beating you and driving you crazy, that's a good thing. Take your failing lying biased media, Wapo, NYTs, CNN, et Al and shove it up your arse!",0.7
"The members of the media left are utterly incapable of understanding that they are the malignancy.   And Donald Trump is totally in their heads.  It's great entertainment!  Popcorn, please!",0.3
Disrespect my country and I will never watch another NFL game.,0.0
Praising Donald Trump ideas does not represent Canadaian values at all. She should be disqualified from the race.,0.1
"It is a very sad commentary on the sorry state of affairs in the Conservative Party of Canada when the mere suggestion of someone like Kevin O'Leary contending for the leadership of the party isn't immediately laughed out of the room by all and sundry, including the current interim leader.",0.0
Over 3 million illegal votes.,0.0
There seems to be an undeniable pattern. There is a very interesting parallel article - Seems as if Obama has been accused of eavesdropping on other's mobile phones in the past. i.e. Angela Merkel accused Obama....,0.0
The DNC-MSM complex perpetuates the sorospeak narrative from anonymous sources  and feign shock when we discover it's all lies.,0.1666666667
Hilarious. By the Democratic Party that wants to license journalists. What a bunch of fascists.,0.5066666667
"Well, this sounds like more liberal democrat bullshit.",0.8918918919
What we really need is an investigation into the democrat conspiracy to use the Russia Bogeyman to attempt to destabilize and overthrow the current administration ... TREASONOUS!,0.1666666667
"“We need to do our part and use our platform as NFL players to continue driving that positive change.”  What positive change? More acquiescence to the foul, America-despising left and its useful idiots? Stop beating your wives and girlfriends for starters. That would be positive -- and certainly a CHANGE!",0.7
If he really wants to help the country he should relocate to a hacienda in Cuba for the next 3 years and take his advisors with him. There they can discover the benefits of advanced socialism.,0.2
Anyone who disrespects the American Flag has never been handed a folded one.,0.0
Overdue for football to be DEAD. Much better to read a book that waste a Sunday on idiots destroying each others' brains. May the owners all loose their shirts. San Diego was so smart to kiss the Chargers good bye rather than subsidize a stadium for billionaires.,0.6
Perhaps Bonnie is jealous that Trudeau made the cover of the Rolling Stone.  (What's that ? ....... It's Lisa ? ... oh ok then),0.0
"When this news hits more poverty stricken states, they'll be a'wailin' in the streets with pity for the unfortunate Alaska PFD recipients.",0.0
I'm now seeing NFL commercials that appear to be attempting to appeal to the historical glory days of football. Just recently promoting the Cowboys/Packers title games from the 60's.,0.0
I think she inhaled a big dose of stupid. Smartest woman in American can't remember a darn thing when questioned by congress.,0.9137931034
Even a dog will bite it's abuser. Sorry NFL you kick us we bite back,0.5135135135
"And Lemmings think gravity is a hoax too!  And nobody falls down - the flat earth reaches up and smacks them for the pure joy of it, apparently trying to knock some sense into,....",0.2
Our legal system is Sickening!,0.6
Carl Bernstein hasn't been relevant since deep throat literally gave him the whole Nixon case on a platter.,0.0
"So the translation is lobbied means they paid up and showed their faces, influenced means they made their way to Gerald Butts who actually makes the decisions.",0.0
This EMP total-destruct scenario has been shown to be total crap and the stuff of all night radio shows for years.  Why do people fall for this stuff?,0.6
Dallaire has been an embarrassment for a long time.,0.5
Believing in stupid things does not absolve you from ridicule.,0.6
As Bugs Bunny would say What a maroon.....spelt....M...A...R...O...O...N!,0.1666666667
It appear that in Canada apologies are only considered sincere when backed up with a few million bucks.,0.0
"When 40 players on the field kneel, while the 40,000+ fans in the stands that pay these players rise and sing the national anthem, you'd think those millionaires on the field would get the message.",0.0
Trump is such a little man with little idle hands but such a big filthy lying mouth....pray America for your next four years.  Your going to need to....,0.7121212121
"Are democrat politicians and bureaucrats the sickest group of people you've ever seen, or what?",0.8
"Stop this Communist censorship attempt, Democratic garbage bags.",0.75
"Well, there it is ladies & gentleman, exactly what we've been waiting for - the latest stupid comment from Junior. Oh, it's to be expected.  Remeber now, you voted for this clown. You get what you deserve.",0.7611940299
How is it that searching for Justin Trudeau on Yahoo search engine brings as the first listing:  Support Justin Trudeau - Donate to the Liberal Party go.liberal.ca/contributeAd Can we count on you? Donate today and receive up to 75% back at tax time.,0.0
"Dim-0-crats have always been loony, but now they lost their minds. Their implosion is fun to watch.",0.6
Red diaper baby spews typical lib nonsense. Boring.,0.53125
"Caused by millions of illegal, unregistered voters, tied to millions of illegal immigrants, too.",0.0
"Please stay nasty and worthless, Leftists; it guarantees you a seat at the table the next time around, I promise.  Be sure to double down on the libel, lies, and the ever-present, but always unwarranted, eitist BS; we love that.",0.6315789474
"Trudeau says he is a supporter of the middle class. He forgot to mention, only selectively.",0.0
"Trump is definitely a chauvinist pig, however, our two pitiful senators are just two little rats running away from a sinking ship - trying to save their mediocre careers.",0.7575757576
"Way to make friends with your new neighbors. What a horrible human being. I'm sure your family is very proud that you saved them from a charging grizzly, oops I mean old Labrador. What a wimp!!!!",0.5873015873
Cnn is on it's way out. They will start turning on each other for the best seat on the Titanic.,0.0
"Word has it that Trump has a private server and deals with Iran, Saudi Arabia and Russia all the time.   Oh wait that was Hillary while in office.    Wrong thread.",0.1666666667
Lock him up.,0.5
"Hopefully he grows a brain and abandons his desire to legalize pot, getting our young people hooked on another drug.  He's a pathetic leader and has no common sense.",0.8148148148
"The smugness of Trudeau during the campaign now makes me sick, as does the media who hunted down Harper without mercy over a glass of orange juice, the hypocrisy in our country is gut wrenching.",0.4
"FEC Dem eyes widening Russia probe In other words, They got NOTHIN'!!",0.0
Yeah that's a stretch. The Conservatives are turning into snowflakes with this strategy.,0.1666666667
"Carl, check your Depends.  Maybe time for a change.  That'd be the same kind of change that Obama brought us.",0.0
"Is this something like her mouth-breathing supporters?  They're all brain dead, hardly breathing, but still enough energy to HATE something.",0.4935064935
This is Junior's first good decision.  He would have continued to botch it.  The Trudeau government lacks the experience and the brains to implement anything complex as electoral reform.  Not letting Canadians have the final say was stupid. Bury the idea and give it a proper funeral.,0.6
The Globe's comment is outrageous. Maybe his rights (the right to kill?) were viloated but  what about the families he damaged and terror her created? Have we heard an apology from Khadr? Enough to make me vomit.,0.3333333333
"Ridiculous. No, actually it's sad. I knew this was coming.  If lunacy prevailed and such a move to rename was approved, the whole idea of Canada is out the window.",0.6
"Don't expect this to end anytime soon, as the media loves this nonsense and will do whatever it takes to keep it going - as it takes no time to prepare and generates lots of clicks.  Much easier than doing any real reporting.",0.3
JUST REMOVE the DOG PENIS FROM HER MOUTH and GIVE IT TO BARRY the MUSLUM BACK DOOR BOY THEM PROGRESSIVES LOVE SEX WITH DOGS--NIGERS and MONKEYS LITTLE BLAK BARRY PROVED HIS SLUT MAMMY HAD SEX WITH DOGS and MONKEYS,0.9900779589
"Getting rid of Trudeau, Morneau and Butts (maybe add in Freeland too) is one of the most important things Canadians can do for their country over the next two years.",0.0
"O'Leary would be a great choice for the PC leadership. He's ignorant, loud, and would likely shutter the party forever. O'Leary shut down by Chris Hedges: https://www.youtube.com/watch?v=MAhHPIuTQ5k",0.8
Trudeau has jumped the shark on Canada Day weekend.  This is beyond ridiculous.,0.5
Foolish move by Mexico. You can't ignore your largest trading partner.,0.6478873239
Since the United States of Americans are not signatories to the International Court it means that they are not subject to prosecution. We as a country did sign on. Our actions are subject to prosecution. So why has Khadr not been prosecuted? He is a child soldier under international law.,0.0
The NFL has been gut punched. They are losing fans and money. I don't believe a word the Broncos are saying about having patriotism. They are forever losers in my opinion.,0.8
Just a little family holiday eh Justin. What un-transparent BS you tried to hide.,0.0
"This is a witchhunt by the Fascist, Soros funded DNC.",0.6
"Didn't McCain go to Syria twice to meet with members of ISIS and Al-Nusra, and give them tax-payer money to buy arms and spread terror? How can this card-carrying member of the Fascist Left even be considered an American?",0.4
"OMG. Just what we need. A mini-Trump. No thanks, Ms. Leitch.",0.3
That's what happens when you think anyone cares about your beliefs.  And you feel you can shit on the country that allows you to get paid big bucks to play a stupid game.,0.8125
"Yea yea yea, we got it. Only the Conservatives are allowed to run deficits.",0.0
"So, Putin preferred Trump. Well, so did I and about 63 million Americans. The hacked DNC emails showed the Democrats and Hillary to be corrupt and dishonest. I think everyone already knew that..uh? So this influenced the election? uh?",0.4545454545
The law of unintended consequences. American agriculture produce will rot in the fields even more than it does now without undocumented immigrants.  https://goo.gl/BFRf24 and https://goo.gl/FL8FBW,0.0
"Disgusting for an American senator to criticize his president to our allies while abroad.  Doubly disgusting when he is in your own party.  McCain, who suffers from brain disease, should come back and stay in his bed.",0.6285714286
InfoWars is the future.  Expel the Dual Israeli citizens posing as Americans.,0.5
Can I change my vote please?  I'm throwing in the towel here.  The Liberals of today are just as crooked as the Liberals of the 1990s.  I'm out.,0.3
They fear being ridiculed because they know they're ridiculous.,0.7
"Yeah right. You malignant, lying limousine liberal. Partisan to you  core. Or as your friend Obama says, corpse.",0.7222222222
Patriotism is the last refuge of a scoundrel.         --Samuel Johnson,0.0
"This government rejected 126 millions funding request for our very own Canadian autistic children, but spending more than 30 millions up till now to pay for admitted terrorists and their lawyers. This is wrong and not Canadian.",0.0
"Too late losers. Only after I say I'm done with the NFL you're then concerned how offensive and divisive kneeling has been, and only then decided to do the right thing? Forget you.",0.6
"It is no coincidence this comes immediately after Obama, through a spokesperson I believe, indicated he was going to be actively engaging in politics. I think that is unusual in American presidential politics, especially less than 2 months after he is out of office.",0.0
WashEx is just another propaganda arm of Trump fascists. Tensions are escalating because of Trump. Any conscious citizen of this democracy has only to open his/her eyes to see it.,0.6
Freaking libtard that's all this gay boy is....hilabeast lost get over it.....Husain oblama was pathetic America spoke .....go sit in the back of the bus and move on losers,0.9
Sooooo Democrat reporters are going to be mean to Trump from now on? How much more vicious can they be? The only malignancy plaguing American politics is the Democrat Party and their fake news media prostitutes. Look in the mirror Carl--YOU are Nixon.,0.5405405405
In other news... a majority of Canadians are imbeciles.,0.9716923077
It is shocking how much foreign money has come into the Trudeau Foundation - if it looks fishy and smells fishy then it is .......I cannot remember a PM ever being in such a compromising position.,0.0
LoL. The mental retardation of the (d)onkeys is stunning. They propose the craziest whackjob laws without one regard to the Constitution.,0.8333333333
Trump is using AI (Alien Intelligence) with which to twitter-slaughter his enemies. Get used to a new worldview.,0.1666666667
Here is the recall process!  www.elections.alaska.gov/pbi_rc_gi.php,0.0
Just after the Federal election Edmonton Centre MP Randy Boissonnault (Liberal) said “The voice of Alberta will be heard loudly in the 184-person caucus. Full stop.”. I'm guessing the message to his fellow Liberals was go ahead screw us over. It's not like it hasn't happened before.,0.0
What he said is an absolutely immutable truth.  Turning bitumen into a combustible fuel IS a sunset industry.  I'm surprised that his remarks penetrated that deeply into the sands of Athabasca that they were actually heard by some diehard dinosaurs.,0.1666666667
"check out the anchorage press ( a desperate publication) on Facebook. they are making veiled threats towards anybody who is on mellerstigs side of this. of course none of these experts were at the scene, but would rather make threats towards people defending themselves. real tough",0.0
Since we're on a roll to rewrite history how about renaming the Montreal Airport - we can certainly do better than the current name?? I propose Stephen Harper Airport.,0.0
Profiles in rodentage.,0.0
Get ready for: David Suzuki Elementary  Maude Barlow Middle School Naomi Klein Collegiate Peter Mansbridge High School,0.0
"Well said, Prime Minister.",0.0
